Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
I. Temnikov,28,https://cdn.sofifa.org/sm/18/players/194926.png,Russia,https://cdn.sofifa.org/flags/40.png,67,67,Dinamo Moscow,https://cdn.sofifa.org/xs/18/teams/312.png,775000.0,20000.0,1834,78,59,88,88,62,60,70,52,65,48,68,16,11,14,15,6,55,64,35,63,54,58,64,68,65,68,66,70,70,60,67,53,61,53
S. Molina,25,https://cdn.sofifa.org/sm/18/players/219759.png,Italy,https://cdn.sofifa.org/flags/27.png,67,68,Avellino,https://cdn.sofifa.org/xs/18/teams/2038.png,900000.0,15000.0,1661,75,46,75,77,72,59,69,63,72,45,38,12,5,15,10,10,55,31,57,63,46,35,56,55,55,69,67,35,77,76,30,65,55,50
F. Fattori,24,https://cdn.sofifa.org/sm/18/players/226671.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,70,Temperley,https://cdn.sofifa.org/xs/18/teams/112904.png,950000.0,6000.0,1790,68,63,72,74,67,51,68,55,65,42,50,11,14,15,12,13,41,66,58,67,59,58,57,60,64,69,58,57,69,82,65,59,64,48
S. One,22,https://cdn.sofifa.org/sm/18/players/228975.png,Cameroon,https://cdn.sofifa.org/flags/103.png,67,75,RC Deportivo de La Coruña,https://cdn.sofifa.org/xs/18/teams/242.png,975000.0,10000.0,1460,54,58,46,60,51,52,32,35,32,33,25,15,9,14,14,15,73,62,75,38,23,63,45,30,61,52,47,64,60,53,73,77,40,31
C. Borthwick-Jackson,20,https://cdn.sofifa.org/sm/18/players/231535.png,England,https://cdn.sofifa.org/flags/14.png,67,74,Manchester United,https://cdn.sofifa.org/xs/18/teams/11.png,925000.0,38000.0,1725,71,57,60,58,65,58,75,74,64,42,42,6,11,8,11,9,64,64,73,61,43,64,46,50,60,66,45,70,73,64,71,65,52,41
N. Peñailillo,25,https://cdn.sofifa.org/sm/18/players/202864.png,Chile,https://cdn.sofifa.org/flags/55.png,67,68,Deportes Iquique,https://cdn.sofifa.org/xs/18/teams/112531.png,900000.0,3000.0,1883,81,71,57,57,65,51,67,64,64,74,61,8,9,10,16,15,61,55,79,62,72,62,70,64,59,71,75,47,72,72,57,78,59,49
D. Haas,33,https://cdn.sofifa.org/sm/18/players/101488.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,FC Erzgebirge Aue,https://cdn.sofifa.org/xs/18/teams/506.png,375000.0,4000.0,1056,33,40,33,34,19,57,14,11,15,12,11,67,67,58,64,66,14,24,76,22,9,14,22,9,68,23,24,15,35,42,14,74,17,10
E. Kouassi,19,https://cdn.sofifa.org/sm/18/players/233840.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,67,79,Celtic,https://cdn.sofifa.org/xs/18/teams/78.png,1200000.0,14000.0,1695,67,66,68,65,64,51,41,41,57,42,42,15,10,10,9,15,54,68,67,68,52,60,46,38,70,69,55,61,67,77,62,70,60,39
Paik Seung Ho,20,https://cdn.sofifa.org/sm/18/players/237424.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,67,77,Girona CF,https://cdn.sofifa.org/xs/18/teams/110062.png,1200000.0,11000.0,1688,69,52,63,57,72,57,52,38,71,42,61,5,12,6,15,10,50,65,60,62,64,46,48,57,64,71,66,53,72,63,65,59,67,31
L. Wolsztyński,22,https://cdn.sofifa.org/sm/18/players/239728.png,Poland,https://cdn.sofifa.org/flags/37.png,67,73,Górnik Zabrze,https://cdn.sofifa.org/xs/18/teams/420.png,1100000.0,4000.0,1694,66,53,64,68,68,64,58,59,66,38,64,6,10,15,13,12,58,34,77,57,67,28,50,66,66,65,70,35,70,60,31,79,66,55
S. Sinovic,30,https://cdn.sofifa.org/sm/18/players/198257.png,United States,https://cdn.sofifa.org/flags/95.png,67,67,Sporting Kansas City,https://cdn.sofifa.org/xs/18/teams/696.png,550000.0,5000.0,1672,62,65,62,68,64,61,62,69,62,57,38,9,6,9,7,13,55,67,41,60,32,72,37,42,65,67,56,66,64,71,67,64,55,38
Bruno Gomes,20,https://cdn.sofifa.org/sm/18/players/235377.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,77,Estoril Praia,https://cdn.sofifa.org/xs/18/teams/10020.png,1300000.0,5000.0,1583,76,45,62,62,65,57,36,60,64,40,65,12,14,12,8,9,59,15,60,53,67,14,69,72,65,55,70,16,75,55,21,66,59,62
N. Mazraoui,19,https://cdn.sofifa.org/sm/18/players/236401.png,Morocco,https://cdn.sofifa.org/flags/129.png,67,77,Ajax,https://cdn.sofifa.org/xs/18/teams/245.png,1200000.0,4000.0,1811,74,68,74,70,73,60,63,66,68,33,54,12,7,13,12,12,51,62,69,63,63,60,37,55,64,70,60,60,76,75,62,66,64,55
A. Gouiri,17,https://cdn.sofifa.org/sm/18/players/240753.png,France,https://cdn.sofifa.org/flags/18.png,67,86,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,1500000.0,20000.0,1552,79,42,71,67,69,60,39,59,70,32,66,6,12,8,9,7,59,11,60,47,54,16,62,66,63,59,68,21,77,59,13,65,56,60
S. Bruzzese,28,https://cdn.sofifa.org/sm/18/players/182897.png,Belgium,https://cdn.sofifa.org/flags/7.png,67,68,KV Kortrijk,https://cdn.sofifa.org/xs/18/teams/100081.png,625000.0,7000.0,1132,38,24,46,35,33,38,18,17,16,9,14,67,65,68,66,68,16,15,68,36,18,10,29,14,62,37,34,9,43,26,10,61,43,17
I. Vorsah,29,https://cdn.sofifa.org/sm/18/players/183409.png,Ghana,https://cdn.sofifa.org/flags/117.png,67,67,Ohod Club,https://cdn.sofifa.org/xs/18/teams/113219.png,600000.0,12000.0,1578,39,65,57,34,61,70,59,44,48,33,23,8,6,7,7,11,74,57,62,60,39,62,41,51,52,61,63,63,62,73,67,92,54,43
H. Bernardello,30,https://cdn.sofifa.org/sm/18/players/192369.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,67,Newell's Old Boys,https://cdn.sofifa.org/xs/18/teams/110396.png,575000.0,10000.0,1746,51,66,59,67,70,64,67,70,62,60,42,12,11,14,12,8,52,66,61,72,60,58,51,36,61,74,69,62,45,60,66,62,65,55
O. Bulut,23,https://cdn.sofifa.org/sm/18/players/205939.png,Germany,https://cdn.sofifa.org/flags/21.png,67,70,Eintracht Braunschweig,https://cdn.sofifa.org/xs/18/teams/110500.png,975000.0,13000.0,1787,78,74,82,74,54,54,65,60,66,44,52,13,12,12,6,15,40,57,58,59,53,47,53,67,67,67,62,56,78,90,58,57,60,51
P. Klewin,23,https://cdn.sofifa.org/sm/18/players/211827.png,Germany,https://cdn.sofifa.org/flags/21.png,67,73,Rot-Weiß Erfurt,https://cdn.sofifa.org/xs/18/teams/100424.png,750000.0,1000.0,1058,43,24,35,55,19,29,16,20,17,17,17,67,63,60,69,66,15,17,51,19,17,16,22,15,64,23,16,17,40,30,19,58,18,13
G. Ţucudean,26,https://cdn.sofifa.org/sm/18/players/213107.png,Romania,https://cdn.sofifa.org/flags/39.png,67,68,,https://cdn.sofifa.org/flags/39.png,0.0,0.0,1708,61,65,62,54,67,61,49,44,59,46,66,8,11,10,11,10,66,35,66,52,58,45,64,63,62,61,76,48,65,68,47,83,61,65
E. Manjedo,33,https://cdn.sofifa.org/sm/18/players/160115.png,Chile,https://cdn.sofifa.org/flags/55.png,67,67,CD Universidad de Concepción,https://cdn.sofifa.org/xs/18/teams/112534.png,475000.0,3000.0,1742,71,44,72,74,71,67,68,65,77,66,61,15,8,18,11,7,41,43,61,51,62,33,67,66,71,56,63,32,73,66,33,71,61,64
J. Ward,31,https://cdn.sofifa.org/sm/18/players/164467.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,67,67,Cardiff City,https://cdn.sofifa.org/xs/18/teams/1961.png,675000.0,19000.0,1855,75,85,85,92,71,74,64,52,72,66,66,13,15,12,9,11,52,48,74,56,65,44,67,68,71,64,73,29,74,82,34,31,71,64
D. Hediger,30,https://cdn.sofifa.org/sm/18/players/199284.png,Switzerland,https://cdn.sofifa.org/flags/47.png,67,67,FC Thun,https://cdn.sofifa.org/xs/18/teams/1715.png,700000.0,10000.0,1858,72,83,74,81,67,72,54,57,56,58,58,6,15,9,10,13,63,56,76,61,52,28,64,63,70,71,65,48,75,85,65,90,70,43
S. Wannenwetsch,25,https://cdn.sofifa.org/sm/18/players/212340.png,Germany,https://cdn.sofifa.org/flags/21.png,67,69,Hansa Rostock,https://cdn.sofifa.org/xs/18/teams/27.png,775000.0,1000.0,1777,69,79,71,75,67,59,38,44,63,45,42,14,10,15,7,13,59,65,78,64,59,59,50,48,65,64,67,64,68,77,68,68,63,39
R. Festersen,30,https://cdn.sofifa.org/sm/18/players/215668.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,67,Odense Boldklub,https://cdn.sofifa.org/xs/18/teams/272.png,725000.0,10000.0,1798,80,48,66,67,66,60,59,62,68,62,69,14,6,12,13,11,60,51,74,45,66,44,68,64,61,63,66,48,82,78,39,66,62,58
F. Migliore,29,https://cdn.sofifa.org/sm/18/players/183924.png,Italy,https://cdn.sofifa.org/flags/27.png,67,67,Genoa,https://cdn.sofifa.org/xs/18/teams/110556.png,575000.0,17000.0,1772,74,66,73,86,63,66,64,58,63,57,26,12,13,5,15,14,60,62,84,56,33,63,48,33,64,63,55,64,73,90,63,72,56,44
L. Frecklington,31,https://cdn.sofifa.org/sm/18/players/163445.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,67,67,Lincoln City,https://cdn.sofifa.org/xs/18/teams/149.png,650000.0,10000.0,1849,66,66,69,69,66,64,64,56,62,59,61,8,13,7,14,16,59,58,70,65,69,55,68,67,68,67,67,53,64,76,52,66,67,62
Lasure,23,https://cdn.sofifa.org/sm/18/players/236405.png,Spain,https://cdn.sofifa.org/flags/45.png,67,74,Real Zaragoza,https://cdn.sofifa.org/xs/18/teams/244.png,900000.0,6000.0,1662,68,61,59,68,60,52,52,60,58,40,31,8,10,13,10,9,62,63,63,51,37,65,44,64,59,64,59,69,70,77,76,60,37,35
G. Miura,22,https://cdn.sofifa.org/sm/18/players/237429.png,Japan,https://cdn.sofifa.org/flags/163.png,67,76,Gamba Osaka,https://cdn.sofifa.org/xs/18/teams/112093.png,1000000.0,6000.0,1465,63,64,51,64,47,41,43,25,35,42,21,8,12,8,14,11,68,65,73,52,18,69,41,40,60,59,31,68,63,72,71,64,23,20
Nuno Cedrim,25,https://cdn.sofifa.org/sm/18/players/230262.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,67,Clube Atlético Mineiro,https://cdn.sofifa.org/xs/18/teams/1035.png,825000.0,19000.0,1750,72,40,62,75,75,59,72,83,72,68,50,7,11,12,11,8,56,45,58,76,46,35,71,72,69,73,71,23,71,60,22,74,51,59
I. Radu,20,https://cdn.sofifa.org/sm/18/players/234102.png,Romania,https://cdn.sofifa.org/flags/39.png,67,79,Avellino,https://cdn.sofifa.org/xs/18/teams/2038.png,1100000.0,16000.0,991,34,18,40,40,13,20,13,14,15,15,18,71,63,66,64,72,14,10,55,22,17,17,12,6,51,18,19,15,34,28,16,55,30,16
F. Orlando,20,https://cdn.sofifa.org/sm/18/players/235126.png,Italy,https://cdn.sofifa.org/flags/27.png,67,79,Salernitana,https://cdn.sofifa.org/xs/18/teams/110373.png,1400000.0,22000.0,1599,92,49,80,80,69,68,60,56,71,37,64,13,7,7,10,5,35,17,43,53,51,21,55,63,51,62,61,32,89,70,33,55,55,53
Dani Jiménez,27,https://cdn.sofifa.org/sm/18/players/194934.png,Spain,https://cdn.sofifa.org/flags/45.png,67,69,AD Alcorcón,https://cdn.sofifa.org/xs/18/teams/100831.png,625000.0,5000.0,1205,49,29,66,44,20,35,30,24,12,10,13,71,64,60,65,69,13,25,75,21,10,12,25,15,61,34,35,12,55,45,13,54,54,20
L. Laverone,28,https://cdn.sofifa.org/sm/18/players/201079.png,Italy,https://cdn.sofifa.org/flags/27.png,67,67,Avellino,https://cdn.sofifa.org/xs/18/teams/2038.png,600000.0,3000.0,1891,82,66,81,81,64,63,72,70,64,65,40,13,13,14,11,8,53,60,79,58,48,55,60,64,67,66,69,57,88,86,59,72,68,38
Luis Ruiz,25,https://cdn.sofifa.org/sm/18/players/223607.png,Spain,https://cdn.sofifa.org/flags/45.png,67,71,CD Lugo,https://cdn.sofifa.org/xs/18/teams/110831.png,825000.0,5000.0,1606,70,58,56,65,62,58,63,36,61,35,33,12,6,6,15,15,59,68,68,47,31,63,48,56,62,56,29,73,75,69,65,67,39,38
J. Bager,20,https://cdn.sofifa.org/sm/18/players/222328.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,76,Randers FC,https://cdn.sofifa.org/xs/18/teams/1786.png,1000000.0,6000.0,1528,68,65,70,67,58,62,46,32,41,31,27,11,13,15,10,7,62,66,80,40,24,64,36,31,64,53,34,66,72,72,69,69,36,29
D. Sow,20,https://cdn.sofifa.org/sm/18/players/229752.png,Switzerland,https://cdn.sofifa.org/flags/47.png,67,81,BSC Young Boys,https://cdn.sofifa.org/xs/18/teams/900.png,1700000.0,11000.0,1764,75,57,66,69,70,64,65,58,65,48,45,6,12,9,7,8,52,58,63,71,64,57,54,61,60,75,62,50,78,52,59,58,67,63
A. Carreño,29,https://cdn.sofifa.org/sm/18/players/187256.png,Mexico,https://cdn.sofifa.org/flags/83.png,67,67,Puebla,https://cdn.sofifa.org/xs/18/teams/110152.png,750000.0,7000.0,1553,65,29,64,44,67,59,53,60,65,44,67,16,6,9,9,6,71,30,54,44,59,25,68,66,60,53,71,19,66,64,19,74,50,56
G. Bourillon,33,https://cdn.sofifa.org/sm/18/players/134777.png,France,https://cdn.sofifa.org/flags/18.png,67,67,La Berrichonne de Châteauroux,https://cdn.sofifa.org/xs/18/teams/212.png,300000.0,4000.0,1595,33,58,36,52,64,73,48,53,46,52,32,9,10,13,8,10,70,73,63,66,49,66,64,27,52,69,66,62,37,60,70,63,70,44
B. Kopacz,25,https://cdn.sofifa.org/sm/18/players/201081.png,Poland,https://cdn.sofifa.org/flags/37.png,67,71,Zagłębie Lubin,https://cdn.sofifa.org/xs/18/teams/110749.png,825000.0,5000.0,1458,57,63,47,65,42,54,32,26,32,23,25,15,15,8,10,10,69,63,69,44,29,65,54,41,55,51,60,66,63,59,67,87,22,24
N. Meriz,33,https://cdn.sofifa.org/sm/18/players/160121.png,Chile,https://cdn.sofifa.org/flags/55.png,67,67,Everton de Viña del Mar,https://cdn.sofifa.org/xs/18/teams/112584.png,475000.0,3000.0,1633,74,40,40,63,65,71,55,59,75,66,71,13,15,19,11,12,48,33,43,59,65,33,51,76,71,53,61,35,52,55,34,59,75,52
E. Duplan,34,https://cdn.sofifa.org/sm/18/players/164986.png,France,https://cdn.sofifa.org/flags/18.png,67,67,ADO Den Haag,https://cdn.sofifa.org/xs/18/teams/650.png,375000.0,8000.0,1856,63,57,72,72,73,74,62,60,73,52,65,12,16,7,15,12,70,52,91,65,62,54,62,67,68,68,66,47,51,65,55,62,74,66
N. Butzen,24,https://cdn.sofifa.org/sm/18/players/238970.png,Germany,https://cdn.sofifa.org/flags/21.png,67,70,1. FC Magdeburg,https://cdn.sofifa.org/xs/18/teams/110588.png,975000.0,1000.0,1703,79,52,78,75,66,49,67,48,67,39,56,5,11,14,9,12,49,60,67,57,33,57,35,57,63,64,47,60,78,90,58,64,51,35
E. Trejo,27,https://cdn.sofifa.org/sm/18/players/192890.png,Mexico,https://cdn.sofifa.org/flags/83.png,67,68,Querétaro,https://cdn.sofifa.org/xs/18/teams/110150.png,850000.0,7000.0,1820,77,52,70,77,71,64,61,50,72,58,61,8,15,13,14,12,54,60,49,68,69,60,50,50,62,70,69,57,80,70,61,61,64,55
D. Del Fabro,22,https://cdn.sofifa.org/sm/18/players/211067.png,Italy,https://cdn.sofifa.org/flags/27.png,67,72,Novara,https://cdn.sofifa.org/xs/18/teams/112225.png,875000.0,37000.0,1467,68,68,60,64,51,60,25,22,50,21,23,3,3,3,3,3,70,64,88,47,40,68,36,22,52,51,58,70,68,63,70,67,32,34
N. Khoualed,31,https://cdn.sofifa.org/sm/18/players/217723.png,Algeria,https://cdn.sofifa.org/flags/97.png,67,67,Ohod Club,https://cdn.sofifa.org/xs/18/teams/113219.png,525000.0,12000.0,1623,65,74,68,74,63,53,62,36,56,34,30,14,8,12,15,9,65,68,62,51,29,69,46,36,65,67,46,64,62,66,66,59,52,30
D. Zeefuik,19,https://cdn.sofifa.org/sm/18/players/235899.png,Netherlands,https://cdn.sofifa.org/flags/34.png,67,77,FC Groningen,https://cdn.sofifa.org/xs/18/teams/1915.png,1000000.0,4000.0,1712,78,74,72,75,64,60,61,43,60,39,35,6,5,6,10,10,62,58,72,58,29,60,46,56,62,65,55,68,80,71,68,75,51,38
A. Tembeng,25,https://cdn.sofifa.org/sm/18/players/239483.png,Cameroon,https://cdn.sofifa.org/flags/103.png,67,70,Tondela,https://cdn.sofifa.org/xs/18/teams/112516.png,800000.0,4000.0,1639,57,76,56,51,61,61,49,41,53,39,41,7,7,14,7,15,55,69,62,64,32,64,49,39,60,68,77,65,58,72,68,83,42,38
F. Gounongbe,29,https://cdn.sofifa.org/sm/18/players/208508.png,Benin,https://cdn.sofifa.org/flags/99.png,67,67,Cardiff City,https://cdn.sofifa.org/xs/18/teams/1961.png,750000.0,19000.0,1547,58,66,51,46,61,68,37,36,58,38,66,13,14,11,10,8,72,29,76,32,63,16,72,69,62,57,72,13,68,54,18,83,60,58
S. Adekugbe,22,https://cdn.sofifa.org/sm/18/players/220028.png,Canada,https://cdn.sofifa.org/flags/70.png,67,74,Vålerenga Fotball,https://cdn.sofifa.org/xs/18/teams/920.png,900000.0,3000.0,1669,80,66,67,74,65,59,62,49,63,23,47,11,13,7,12,9,58,60,80,56,22,64,32,54,57,65,49,59,79,84,65,70,45,22
E. Purita,20,https://cdn.sofifa.org/sm/18/players/236669.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,81,Arsenal de Sarandí,https://cdn.sofifa.org/xs/18/teams/110394.png,1500000.0,9000.0,1753,77,58,62,68,65,53,70,55,61,51,50,6,14,9,15,15,49,67,68,50,52,56,50,56,61,61,56,63,73,77,65,73,58,42
E. Zenteno,32,https://cdn.sofifa.org/sm/18/players/212094.png,Bolivia,https://cdn.sofifa.org/flags/53.png,67,67,,https://cdn.sofifa.org/flags/53.png,0.0,0.0,1327,58,44,48,61,30,37,25,26,30,26,16,8,13,9,9,12,59,70,73,26,16,77,32,27,66,35,32,72,59,62,75,73,28,30
F. Holthaus,22,https://cdn.sofifa.org/sm/18/players/215422.png,Germany,https://cdn.sofifa.org/flags/21.png,67,75,Hansa Rostock,https://cdn.sofifa.org/xs/18/teams/27.png,950000.0,1000.0,1704,70,73,68,75,67,59,65,30,63,26,33,10,7,15,14,12,59,59,75,66,36,61,39,39,64,69,58,65,78,78,67,69,59,35
P. Becker,24,https://cdn.sofifa.org/sm/18/players/219518.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,69,Rosario Central,https://cdn.sofifa.org/xs/18/teams/110580.png,950000.0,9000.0,1708,80,58,76,77,68,55,65,68,67,69,49,10,7,13,10,7,50,48,79,65,67,19,55,60,61,67,69,21,82,56,23,60,68,34
Tito,32,https://cdn.sofifa.org/sm/18/players/188798.png,Spain,https://cdn.sofifa.org/flags/45.png,67,67,CF Reus Deportiu,https://cdn.sofifa.org/xs/18/teams/110854.png,450000.0,5000.0,1691,49,74,57,46,61,70,49,49,48,43,57,16,13,11,7,9,55,70,82,62,59,59,47,59,60,68,43,57,58,74,73,75,54,47
J. Dudziak,21,https://cdn.sofifa.org/sm/18/players/206463.png,Germany,https://cdn.sofifa.org/flags/21.png,67,73,FC St. Pauli,https://cdn.sofifa.org/xs/18/teams/110329.png,900000.0,8000.0,1894,84,66,84,82,73,67,70,70,73,62,49,13,12,6,7,13,47,60,76,58,48,68,59,58,66,70,64,65,78,73,69,51,62,58
D. Sysuev,29,https://cdn.sofifa.org/sm/18/players/224127.png,Russia,https://cdn.sofifa.org/flags/40.png,67,67,FC Ufa,https://cdn.sofifa.org/xs/18/teams/110822.png,750000.0,18000.0,1629,71,53,72,74,65,59,58,43,67,36,69,10,12,14,11,13,70,16,61,61,62,16,67,65,65,67,62,12,74,77,18,58,55,55
L. Da Silva Lopes,18,https://cdn.sofifa.org/sm/18/players/226431.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,81,Peterborough United,https://cdn.sofifa.org/xs/18/teams/1938.png,1600000.0,4000.0,1700,90,35,90,92,69,45,67,56,70,29,62,10,16,15,16,14,56,49,50,56,59,39,56,48,49,65,58,41,86,66,43,43,57,48
S. MacDonald,29,https://cdn.sofifa.org/sm/18/players/170879.png,Wales,https://cdn.sofifa.org/flags/50.png,67,67,Wigan Athletic,https://cdn.sofifa.org/xs/18/teams/1917.png,600000.0,8000.0,1790,63,67,66,68,69,67,58,58,66,33,55,8,10,11,9,16,64,63,63,68,60,63,62,62,64,70,65,62,57,64,66,72,63,45
H. Zuck,26,https://cdn.sofifa.org/sm/18/players/210304.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,Eintracht Braunschweig,https://cdn.sofifa.org/xs/18/teams/110500.png,825000.0,15000.0,1624,75,41,81,79,69,58,70,53,68,39,34,7,11,7,9,8,49,27,63,52,57,29,56,66,64,70,66,36,75,59,31,43,70,60
J. Mombris,29,https://cdn.sofifa.org/sm/18/players/212608.png,France,https://cdn.sofifa.org/flags/18.png,67,67,GFC Ajaccio,https://cdn.sofifa.org/xs/18/teams/110316.png,575000.0,5000.0,1614,76,60,63,70,58,57,71,54,61,32,31,9,9,11,10,15,61,63,81,45,35,68,34,31,63,61,43,68,75,67,64,66,36,23
M. McNulty,24,https://cdn.sofifa.org/sm/18/players/223104.png,Scotland,https://cdn.sofifa.org/flags/42.png,67,72,Coventry City,https://cdn.sofifa.org/xs/18/teams/1800.png,1000000.0,10000.0,1706,81,79,72,70,65,69,46,50,61,59,69,11,7,13,15,11,61,33,72,36,62,22,70,70,68,54,68,25,74,77,32,56,58,59
Alan Schons,24,https://cdn.sofifa.org/sm/18/players/229248.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,72,Moreirense FC,https://cdn.sofifa.org/xs/18/teams/1900.png,1000000.0,4000.0,1845,65,66,67,60,68,65,62,64,65,67,53,6,6,14,9,10,59,64,56,63,64,60,74,62,70,70,73,62,67,70,64,68,61,56
L. Wilkshire,35,https://cdn.sofifa.org/sm/18/players/50816.png,Australia,https://cdn.sofifa.org/flags/195.png,67,67,Sydney FC,https://cdn.sofifa.org/xs/18/teams/111400.png,160000.0,4000.0,1864,59,73,65,68,68,68,73,63,63,64,53,15,13,15,7,7,67,64,73,64,65,66,69,59,64,67,70,65,56,66,68,67,64,44
S. Gozzi,31,https://cdn.sofifa.org/sm/18/players/184448.png,Italy,https://cdn.sofifa.org/flags/27.png,67,67,Vercelli,https://cdn.sofifa.org/xs/18/teams/112398.png,525000.0,3000.0,1531,55,63,65,55,51,65,55,40,49,12,21,13,7,11,13,7,60,66,80,49,49,65,44,29,60,53,65,65,60,70,67,86,24,22
F. Castillón,31,https://cdn.sofifa.org/sm/18/players/215169.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,67,Club Atlético Lanús,https://cdn.sofifa.org/xs/18/teams/110395.png,675000.0,11000.0,1698,80,33,82,77,67,65,59,60,70,57,61,14,11,8,9,7,58,20,72,56,68,26,67,65,66,64,70,21,80,59,25,63,64,59
S. Baradji,33,https://cdn.sofifa.org/sm/18/players/150657.png,France,https://cdn.sofifa.org/flags/18.png,67,67,Amiens SC Football,https://cdn.sofifa.org/xs/18/teams/1816.png,300000.0,11000.0,1681,49,73,57,64,59,69,45,48,48,42,34,13,12,13,16,12,50,74,82,51,33,69,47,49,73,57,74,67,51,78,68,79,56,38
Tomás Podstawski,22,https://cdn.sofifa.org/sm/18/players/216449.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,75,Vitória Setúbal,https://cdn.sofifa.org/xs/18/teams/665.png,975000.0,5000.0,1691,53,69,62,67,64,60,45,33,63,36,40,8,12,8,10,12,65,70,72,63,47,66,45,53,63,67,70,66,63,71,70,69,52,37
L. Gatto,25,https://cdn.sofifa.org/sm/18/players/217729.png,Italy,https://cdn.sofifa.org/flags/27.png,67,68,Virtus Entella,https://cdn.sofifa.org/xs/18/teams/112495.png,900000.0,2000.0,1534,84,31,72,68,70,64,64,54,70,33,64,6,9,6,12,9,59,17,31,57,50,15,64,63,52,65,66,13,78,69,20,57,56,50
Jo Sung Jin,26,https://cdn.sofifa.org/sm/18/players/222337.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,67,69,Suwon Samsung Bluewings,https://cdn.sofifa.org/xs/18/teams/983.png,775000.0,5000.0,1434,64,44,45,54,53,63,28,28,43,25,19,14,11,14,16,9,70,68,72,46,22,67,36,22,60,55,37,64,65,73,71,74,44,21
G. Tansey,28,https://cdn.sofifa.org/sm/18/players/177793.png,England,https://cdn.sofifa.org/flags/14.png,67,67,Ross County FC,https://cdn.sofifa.org/xs/18/teams/631.png,625000.0,6000.0,1957,67,54,71,64,66,68,63,74,63,76,63,9,14,15,6,15,60,60,82,69,74,60,75,60,64,70,76,62,68,86,65,80,68,58
R. Lundström,27,https://cdn.sofifa.org/sm/18/players/191105.png,Sweden,https://cdn.sofifa.org/flags/46.png,67,67,AIK Solna,https://cdn.sofifa.org/xs/18/teams/433.png,625000.0,6000.0,1771,86,63,71,64,62,65,63,60,64,49,49,15,16,9,8,7,46,57,55,62,55,59,52,50,61,64,64,62,82,87,65,62,61,41
Thiago Cardoso,25,https://cdn.sofifa.org/sm/18/players/193153.png,Brazil,https://cdn.sofifa.org/flags/54.png,67,69,Estoril Praia,https://cdn.sofifa.org/xs/18/teams/10020.png,775000.0,5000.0,1517,53,70,56,58,50,63,34,50,45,47,25,16,6,12,7,10,65,68,76,45,39,66,40,32,64,58,61,64,54,47,66,79,33,21
D. Zanon,33,https://cdn.sofifa.org/sm/18/players/199554.png,Italy,https://cdn.sofifa.org/flags/27.png,67,67,Perugia,https://cdn.sofifa.org/xs/18/teams/199.png,290000.0,3000.0,1737,72,74,71,67,67,73,68,72,53,40,30,14,14,10,5,13,60,72,56,51,46,57,48,51,73,58,60,63,71,78,59,50,60,54
S. Ganz,23,https://cdn.sofifa.org/sm/18/players/206210.png,Italy,https://cdn.sofifa.org/flags/27.png,67,74,Ascoli,https://cdn.sofifa.org/xs/18/teams/1846.png,1100000.0,3000.0,1605,76,32,81,72,59,64,45,46,63,43,71,12,8,9,12,11,72,20,72,49,61,22,62,67,64,60,65,16,73,73,20,59,56,54
J. Ledesma,24,https://cdn.sofifa.org/sm/18/players/219522.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,72,Rosario Central,https://cdn.sofifa.org/xs/18/teams/110580.png,725000.0,6000.0,1086,49,23,40,50,11,31,15,16,15,13,13,67,65,63,63,71,15,20,59,22,20,13,22,13,61,31,22,12,42,37,13,60,36,14
R. García,28,https://cdn.sofifa.org/sm/18/players/226434.png,Uruguay,https://cdn.sofifa.org/flags/60.png,67,68,Atlético Tucumán,https://cdn.sofifa.org/xs/18/teams/111708.png,700000.0,7000.0,1432,59,50,40,56,57,49,28,28,43,29,27,7,8,13,11,14,67,69,67,37,21,65,47,24,58,53,48,66,59,65,69,84,29,34
